Name ;Location;Headcounts;Industry;Year Founded;Specialities ;Type;Website;
 5SUR5;Aviernoz, Haute-Savoie, Auvergne-Rhône-Alpes, France, Annecy, Europe;34;Software Development;;;;5sur5.com;
 Surfe;Paris, Paris, Île-De-France, France, Europe;75;Software Development;2020;"CRMLinkedIn
+9";Privately Held;surfe.fr;
 MUETTE;Paris, Paris, Île-De-France, France, Europe;33;Financial Services;;;;muette.fr;
 ETLB;Paris, Paris, Île-De-France, France, Europe;22;Financial Services;;;Privately Held;etlb.fr;
 Junior ISEP;Paris, Paris, Île-De-France, France, Europe;61;IT Services and IT Consulting;1984;"Web & Software conception
+6";Nonprofit;juniorisep.com;
 Trustteam France;Maxéville, Meurthe-et-Moselle, Grand Est, France, Nancy, Europe;92;IT Services and IT Consulting;1981;"Informatique
+11";Privately Held;trustteam.eu;
 Waiker, Inc.;Remiremont, Vosges, Grand Est, France, Épinal, Europe;27;IT Services and IT Consulting;2020;"Market Research
+21";Privately Held;waiker.ai;
 Bilog;Versailles, Yvelines, Île-De-France, France, Versailles, Europe;52;IT Services and IT Consulting;2004;"Développement logiciel
+5";Privately Held;bilog.fr;
 E-Mothep;Villeneuve-d'Ascq, Nord, Hauts-de-France, France, Lille, Europe;30;IT Services and IT Consulting;2004;"Intégration webMethods
+4";Privately Held;e-mothep.fr;
 repply;La Rochelle, Charente-Maritime, Nouvelle-Aquitaine, France, La Rochelle, Europe;41;Technology, Information and Internet;2008;"création de site internet
+5";Privately Held;repply.fr;
 LEO;Mont-Saint-Aignan, Seine-Maritime, Normandie, France, Rouen, Europe;127;Software Development;1921;Gestion d'officine and Solution informatique;Privately Held;leo-officine.fr;
 IZENCIA;Ivry-sur-Seine, Val-de-Marne, Île-De-France, France, Créteil, Europe;62;IT Services and IT Consulting;2011;"Assistance Technique
+5";Partnership;izencia.com;
 Synexie;La Ciotat, Bouches-du-Rhône, Provence-Alpes-Côte D'Azur, France, 1er Arr., Europe;33;IT Services and IT Consulting;2003;"Systèmes et réseaux sécurisés
+7";Self-Owned;synexie.fr;
 ASITIX;Wasquehal, Nord, Hauts-de-France, France, Lille, Europe;27;IT Services and IT Consulting;2011;"Informatique
+7";Privately Held;asitix.fr;
 GIE Cartes Bancaires;Paris, Paris, Île-De-France, France, Europe;138;Financial Services;1984;;Nonprofit;cartes-bancaires.com;
 SATRAM;Martinique, France, Europe;326;Software Development;;;;satram.net;
 Aonix;Issy-les-Moulineaux, Hauts-de-Seine, Île-De-France, France, Boulogne-Billancourt, Europe;25;Software Development;2010;"Real-Time Java
+3";Privately Held;aonix.fr;
 FITNESS HOLDING;Cannes, Alpes-Maritimes, Provence-Alpes-Côte D'Azur, France, Grasse, Europe;30;Financial Services;;;;fitness.fr;
 Travaux.com;Aix-en-Provence, Bouches-du-Rhône, Provence-Alpes-Côte D'Azur, France, Aix-en-Provence, Europe;75;Technology, Information and Internet;2006;"webinternet
+16";Privately Held;travaux.com;
 1Spatial FR;Paris, Paris, Île-De-France, France, Europe;65;Software Development;1983;"Big Data
+19";Privately Held;1spatial.com;
 StorTIC;Paris, Paris, Île-De-France, France, Europe;21;IT Services and IT Consulting;2015;"CRMBusiness Intelligence
+8";Privately Held;stortic.com;
 UNILYONE BUSINESS GAME EN ABREGE UNILYONE;Écully, Rhône, Auvergne-Rhône-Alpes, France, Lyon, Europe;23;IT Services and IT Consulting;;;;unilyone.com;
 IIJ Global Solutions (Thailand) Co., Ltd.;Maubeuge, Nord, Hauts-de-France, France, Avesnes-sur-Helpe, Europe;71;IT Services and IT Consulting;2012;;Privately Held;iij.com;
 ID-concept;Lésigny, Seine-et-Marne, Île-De-France, France, Melun, Europe;23;IT Services and IT Consulting;1980;;Privately Held;id-concept.com;
 Les Musiciens;France, Europe;49;Technology, Information and Internet;;;;musiciens.fr;
 FITEX Consulting;France, Europe;26;IT Services and IT Consulting;2000;"Market Data
+2";Privately Held;fitex.com;
 AGESYS - Libérez votre numérique;Noyon, Oise, Hauts-de-France, France, Compiègne, Europe;71;IT Services and IT Consulting;1998;"Infogérance serveurs
+10";Partnership;agesys.fr;
 TEFAL S.A.S.;Écully, Rhône, Auvergne-Rhône-Alpes, France, Lyon, Europe;323;Software Development;;;;tefals.com;
 CEMI;Montreuil, Seine-Saint-Denis, Île-De-France, France, Bobigny, Europe;23;IT Services and IT Consulting;1982;;Privately Held;cemi-colocation.fr;
 FACTORIELLES;Lyon, Rhône, Auvergne-Rhône-Alpes, France, Lyon, Europe;29;Software Development;1992;"Suites Logiciels
+5";Self-Owned;factorielles.com;
 Venta De Autopartes Y Accesorios;La Valette-du-Var, Var, Provence-Alpes-Côte D'Azur, France, Toulon, Europe;24;Financial Services;;;;ventaautopartes.com;
 INGECAP;Metz, Moselle, Grand Est, France, Europe;39;IT Services and IT Consulting;2006;"Infogérance informatique
+9";Partnership;ingecap.fr;
 AmHappy - Avantages Salariés;Bayeux, Normandie, France;41;Software Development;2021;"CE EXTERNALISE
+2";Privately Held;amhappy.fr;
 ViaDialog;Paris, Paris, Île-De-France, France, Europe;54;Software Development;2012;"IA service client
+6";Privately Held;viadialog.com;
 HUMC;Paris, Paris, Île-De-France, France, Europe;28;Financial Services;;;;aphp.fr;
 GFPtech;Paris, Paris, Île-De-France, France, Europe;138;Software Development;2020;;Privately Held;gfptech.fr;
 Orel Services;Bully, Seine-Maritime, Normandie, France, Dieppe, Europe;51;IT Services and IT Consulting;2010;;Partnership;orelservices.com;
 GROUPE VITALLIANCE;Boulogne-Billancourt, Hauts-de-Seine, Île-De-France, France, Boulogne-Billancourt, Europe;23;Financial Services;;;;vitalliance.fr;
 BTIB;Antony, Hauts-de-Seine, Île-De-France, France, Antony, Europe;21;IT Services and IT Consulting;1991;"Smart Service
+16";Partnership;btib.fr;
 TRIBOFILM - GMAO MAINTI4;Périgny, Charente-Maritime, Nouvelle-Aquitaine, France, La Rochelle, Europe;31;Software Development;1993;"GMAO
+14";Partnership;tribofilm.fr;
 Imaweb;Lyon, Rhône, Auvergne-Rhône-Alpes, France, Lyon, Europe;93;Software Development;;"Automotive Business Solutions
+17";Privately Held;nextlane.com;
 SINARI (ex-GPI );Craponne, Rhône, Auvergne-Rhône-Alpes, France, Lyon, Europe;22;Software Development;1985;"Transport
+13";Partnership;sinari.com;
 Euphor;Paris, Paris, Île-De-France, France, Europe;20;Software Development;2009;;Privately Held;euphor.com;
 TELINO;Verrières-le-Buisson, Essonne, Île-De-France, France, Palaiseau, Europe;21;Software Development;1986;"Gestion des flux de données
+4";Privately Held;telino.fr;
 Valsea Technology;Le Saulcy, Vosges, Grand Est, France, Saint-Dié-des-Vosges, Europe;64;IT Services and IT Consulting;2018;;Privately Held;valsea.com;
 SDCI;Saint-Doulchard, Cher, Centre-Val de Loire, France, Bourges, Europe;38;Financial Services;;;;sdci.fr;
 NOOR COLLECTION;Marseille, Bouches-du-Rhône, Provence-Alpes-Côte D'Azur, France, 1er Arr., Europe;20;Software Development;;;;hugedomains.com;
 FINACEL;Vincennes, Val-de-Marne, Île-De-France, France, Nogent-sur-Marne, Europe;21;Financial Services;;;;mappy.com;
 CHAPE;Vals-les-Bains, Ardèche, Auvergne-Rhône-Alpes, France, Largentière, Europe;25;Financial Services;;;;chape.co;
 Synaltic;Vincennes, Val-de-Marne, Île-De-France, France, Nogent-sur-Marne, Europe;24;IT Services and IT Consulting;2004;"ExpertiseProjet
+16";Privately Held;synaltic.fr;
 Néovia SARL;Anglet, Nouvelle-Aquitaine, France;22;Software Development;2003;;Public Company;neovia.fr;
 PulseLife;Lyon, Rhône, Auvergne-Rhône-Alpes, France, Lyon, Europe;46;IT Services and IT Consulting;2013;"E-santéLogiciel
+2";Partnership;pulselife.com;
 ProCapital;Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;295;Financial Services;2000;"Front-to-back outsourcing services
+5";Privately Held;procapital.fr;
 B2DIGIT;Neuilly-sur-Seine, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;43;IT Services and IT Consulting;2016;"AgileData
+1";Partnership;b2digit.com;
 A5sys;St.-Herblain, Loire-Atlantique, Pays de la Loire, France, Nantes, Europe;92;IT Services and IT Consulting;2001;"Business Intelligence
+11";Partnership;a5sys.com;
 ILIAS;Évry, Essonne, Île-De-France, France, Évry, Europe;22;IT Services and IT Consulting;;"Sécuritée unifiée
+4";Privately Held;ilias.fr;
 RANE;Lyon, Rhône, Auvergne-Rhône-Alpes, France, Lyon, Europe;90;IT Services and IT Consulting;1993;"Gestion des immobilisations
+5";Partnership;rane.fr;
 Isitix;France, Europe;72;IT Services and IT Consulting;2002;"Infrastructures informatiques
+14";Privately Held;isitix.com;
 HM METAL;La Réunion, France, Europe;22;Software Development;;;;hmmetal.com;
 Insights DBM;Nantes, Loire-Atlantique, Pays de la Loire, France, Nantes, Europe;37;Software Development;1996;"LogicielsData
+5";Privately Held;dbm-vi.fr;
 SANTAFOO;Jurançon, Pyrénées-Atlantiques, Nouvelle-Aquitaine, France, Pau, Europe;24;Technology, Information and Internet;2021;;Privately Held;santafoo.fr;
 iSYBUY;France, Europe;41;Software Development;2016;"SI achat
+14";Privately Held;isybuy.com;
 Lisan Finance;Paris, Paris, Île-De-France, France, Europe;22;Financial Services;2001;"CFOPart-time CFO
+13";Privately Held;lisanfinance.com;
 DENIS ISLAND;Montferrier-sur-Lez, Hérault, Occitanie, France, Montpellier, Europe;49;Financial Services;;;;denisisland.com;
 ENTREPRISE DE MENUISERIE BOIS ET ALUMINIUM;Groslay, Val-d'Oise, Île-De-France, France, Sarcelles, Europe;28;Financial Services;;;;entreprisemenuiserie.com;
 Stilog I.S.T.;Nanterre, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;100;IT Services and IT Consulting;1991;"ESNIngénierie informatique
+5";Privately Held;stilog.com;
 Synovo Group;Strasbourg, Bas-Rhin, Grand Est, France, Strasbourg, Europe;86;Software Development;2013;Développement logiciel and Optimisation logistique;Partnership;synovo-group.com;
 Allshare;Guyancourt, Yvelines, Île-De-France, France, Versailles, Europe;39;Software Development;1992;"Rémunérations
+5";Self-Owned;allshare.fr;
 Private Outlet;Saint-Denis, Seine-Saint-Denis, Île-De-France, France, Saint-Denis, Europe;275;Technology, Information and Internet;2007;"e-commercefashion
+5";Public Company;domainseller.site;
 Banque Dupuy, de Parseval;Sète, Hérault, Occitanie, France, Montpellier, Europe;158;Financial Services;1845;;Privately Held;banquepopulaire.fr;
 enotion;Toulouse, Haute-Garonne, Occitanie, France, Toulouse, Europe;27;Software Development;2022;"Data Analysis
+5";Privately Held;atom.com;
 PHONE PAY & CO;France, Europe;179;Software Development;;;;phonepe.com;
 Upper-Link (Inherent Group);Lognes, Seine-et-Marne, Île-De-France, France, Torcy, Europe;90;IT Services and IT Consulting;2007;"Microsoft Gold Partner
+25";Privately Held;atom.com;
 Inforte;Paris, Paris, Île-De-France, France, Europe;54;IT Services and IT Consulting;1992;"Business Consulting
+5";Public Company;inforte.com;
 NeoXam;Paris, Paris, Île-De-France, France, Europe;651;Software Development;2014;"Financial Software
+18";Privately Held;neoxam.com;
 WYSIWYG;Cergy, Val-d'Oise, Île-De-France, France, Pontoise, Europe;26;IT Services and IT Consulting;1999;"Cloud Computing
+19";Privately Held;wysiwyg.fr;
 Aquarelle;Levallois-Perret, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;338;Technology, Information and Internet;1997;"Livraison de fleurs
+8";Self-Owned;aquarelle.com;
 NANTES METROPOLE GESTION EQUIPEMENTS;Rezé, Loire-Atlantique, Pays de la Loire, France, Nantes, Europe;21;Technology, Information and Internet;;;;nge-nantes.fr;
 INSTITUT FIMAC;Toulouse, Haute-Garonne, Occitanie, France, Toulouse, Europe;23;Software Development;1994;"CEGIDEBP
+18";Privately Held;groupe-fimac.fr;
 Collomé Frères;Antony, Hauts-de-Seine, Île-De-France, France, Antony, Europe;27;Financial Services;1904;"Expertises industrielles et commerciales
+3";Partnership;mappy.com;
 BDMAT;Brive-la-Gaillarde, Corrèze, Nouvelle-Aquitaine, France, Brive-la-Gaillarde, Europe;30;Financial Services;;;;bdmat.com;
 LHA - Agence digitale à Vannes & Quimper;Vannes, Morbihan, Bretagne, France, Vannes, Europe;23;Software Development;2012;"Création de site webSEO
+10";Privately Held;lha.fr;
 SARL LUXSOR;Drancy, Seine-Saint-Denis, Île-De-France, France, Bobigny, Europe;24;Software Development;;;;luxsor.com;
 Monetech;Gémenos, Provence-Alpes-Côte D'azur, France;26;IT Services and IT Consulting;2007;"NFCRGPD
+18";Partnership;monetech.fr;
 AGM Informatique;Nantes, Loire-Atlantique, Pays de la Loire, France, Nantes, Europe;37;Software Development;1997;;Self-Owned;agm-informatique.com;
 ASAPE - Digital solutions;Bordeaux, Gironde, Nouvelle-Aquitaine, France, Bordeaux, Europe;28;Software Development;2003;"Gestion d'affaires
+9";Partnership;asape.fr;
 Finance Active, an Altus Group business;Paris, Paris, Île-De-France, France, Europe;420;Financial Services;2000;"Financial Risk Management Services
+4";Privately Held;financeactive.com;
 The Nona;Paris, Paris, Île-De-France, France, Europe;41;IT Services and IT Consulting;2022;design and ameublement;Self-Owned;hugedomains.com;
 ORANO MINING;Courbevoie, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;41;Software Development;;;;orano.group;
 Alkante;Noyal-sur-Vilaine, Ille-et-Vilaine, Bretagne, France, Rennes, Europe;50;IT Services and IT Consulting;2003;"Logiciel
+14";Self-Owned;alkante.com;
 KEENDOO;Nantes, Loire-Atlantique, Pays de la Loire, France, Nantes, Europe;24;Software Development;2014;"Agroalimentaire
+16";Partnership;keendoo.com;
 COMITÉO by Bimpli;Boulogne-Billancourt, Hauts-de-Seine, Île-De-France, France, Boulogne-Billancourt, Europe;38;Technology, Information and Internet;2008;"Nouvelles technologies
+3";Partnership;bimpli.com;
 Tudigo;Bordeaux, Gironde, Nouvelle-Aquitaine, France, Bordeaux, Europe;68;Financial Services;2018;"Investissement
+5";Partnership;tudigo.com;
 BS IMPOT EXPORT;St.-Ouen, Seine-Saint-Denis, Île-De-France, France, Saint-Denis, Europe;33;Software Development;;;;mappy.com;
 ffffffff;Bordeaux, Gironde, Nouvelle-Aquitaine, France, Bordeaux, Europe;66;Financial Services;2018;;Partnership;ffffffff.net;
 Prelude;Paris, Paris, Île-De-France, France, Europe;62;Software Development;;"AuthenticationSaaS
+3";Privately Held;studio-romeo.com;
 PREDICT;Vandœuvre-lès-Nancy, Meurthe-et-Moselle, Grand Est, France, Nancy, Europe;25;IT Services and IT Consulting;1999;"maintenance prédictive
+2";Privately Held;predict.fr;
 SOCIETE SIGMA INFORMATIQUE;Redon, Ille-et-Vilaine, Bretagne, France, Redon, Europe;33;Software Development;;;;sigmainformatique.com;
 Kameleoon;Paris, Paris, Île-De-France, France, Europe;236;Software Development;2012;"A/B Testing
+13";Privately Held;kameleoon.com;
 Shinken Solutions;Artigues-près-Bordeaux, Gironde, Nouvelle-Aquitaine, France, Bordeaux, Europe;21;Software Development;2013;"IT Monitoring
+3";Partnership;shinken-solutions.com;
 Idéine;Roubaix, Nord, Hauts-de-France, France, Lille, Europe;23;Software Development;2013;"Création et Développement Applications MobilesiOS
+16";Privately Held;ideine.fr;
 Mazedia;St.-Herblain, Loire-Atlantique, Pays de la Loire, France, Nantes, Europe;26;Technology, Information and Internet;1994;"InternetMobile
+15";Partnership;mazedia.fr;
 Fivr;Paris, Paris, Île-De-France, France, Europe;68;Technology, Information and Internet;2017;;Privately Held;fivr.com;
 ALLSAN;La Voulte-sur-Rhône, Ardèche, Auvergne-Rhône-Alpes, France, Privas, Europe;22;Software Development;2013;"Affichage numérique
+7";Privately Held;allsan.fr;
 ASREC;Tours, Indre-et-Loire, Centre-Val de Loire, France, Tours, Europe;59;IT Services and IT Consulting;1985;;Nonprofit;asrec-cvl.org;
 Acer Finance;Paris, Paris, Île-De-France, France, Europe;34;Financial Services;1990;"Immobilier
+4";Privately Held;acerfinance.com;
 Wamiz;Paris, Paris, Île-De-France, France, Europe;62;Technology, Information and Internet;2009;"petfoodinternet
+2";Public Company;wamiz.com;
 Apside Technologies;Boulogne-Billancourt, Hauts-de-Seine, Île-De-France, France, Boulogne-Billancourt, Europe;72;Software Development;1976;"time and material offer
+6";Privately Held;cgi.com;
 Orisha Socialcare | Teranga;Paris, Paris, Île-De-France, France, Europe;220;Software Development;;;Privately Held;orisha.com;
 WorkIT Software;Boulogne-Billancourt, Hauts-de-Seine, Île-De-France, France, Boulogne-Billancourt, Europe;22;Technology, Information and Internet;;"Market Intelligence
+6";Privately Held;workitonline.nl;
 Intellimind;Paris, Paris, Île-De-France, France, Europe;68;Software Development;1996;"Credit scoring
+9";Privately Held;intellimind.com;
 MON GERANT PRIVE;St.-Ouen, Seine-Saint-Denis, Île-De-France, France, Saint-Denis, Europe;29;Software Development;;;;randstadprofessional.fr;
 M soltuions;Éguilles, Bouches-du-Rhône, Provence-Alpes-Côte D'Azur, France, Aix-en-Provence, Europe;30;IT Services and IT Consulting;;;Self-Owned;appelmedical.com;
 TraceParts;Truchtersheim, Bas-Rhin, Grand Est, France, Strasbourg, Europe;86;Software Development;2001;"3D Marketing
+3";Self-Owned;traceparts.com;
 PHONE DESIGN;Troyes, Aube, Grand Est, France, Troyes, Europe;24;IT Services and IT Consulting;2003;;Privately Held;phone-design.com;
 AssessFirst;Paris, Paris, Île-De-France, France, Europe;120;Software Development;2002;"Big Data
+17";Privately Held;assessfirst.com;
 ERA INFORMATIQUE;France, Europe;57;IT Services and IT Consulting;1991;"JDedwardsOBI
+6";Privately Held;era-informatique.fr;
 NO PRIVATE;Paris, Paris, Île-De-France, France, Europe;20;Financial Services;;;;noprivate.com;
 DECADE;Paris, Paris, Île-De-France, France, Europe;291;IT Services and IT Consulting;1988;;Privately Held;decade.fr;
 Peugeot Invest;Neuilly-sur-Seine, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;44;Financial Services;1929;"Capital investissement
+5";Public Company;peugeot-invest.com;
 CEIPA;Saint-Denis-de-l'Hôtel, Loiret, Centre-Val de Loire, France, Orléans, Europe;36;Software Development;;;;ceipa.eu;
 ON-X Groupe;Puteaux, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;170;IT Services and IT Consulting;1986;"Innovation Technologique
+12";Self-Owned;on-x.com;
